TRANSACTIONID,ACCOUNTFROM,ACCOUNTTO,BANKIDFROM,BANKIDTO,TRANSACTIONAMOUNT,EXCHANGERATE,TRANSACTIONDATE,TRANSACTIONTYPE,INTERIMBALANCE,ACCOUNTTO_INTERIMBALANCE,CURRENCY,QUOTECURRENCY,PAYMENTMODE,OVERRIDEFLAG,NARRATIVE
415026,4934,4938,29,29,1.23,1.0,2024-09-11 14:49:56,301,10079.47,9919.58,SGD,SGD,Cash,False,testing
415027,4934,0,29,0,0.05,1.0,2024-09-11 14:49:56,153,10079.47,9919.58,SGD,SGD,Cash,True,testing
415028,4934,4938,29,29,1.23,1.0,2024-09-11 14:52:52,301,10078.19,9920.81,SGD,SGD,Cash,False,testing
415029,4934,0,29,0,0.05,1.0,2024-09-11 14:52:52,153,10078.19,9920.81,SGD,SGD,Cash,True,testing
415030,4935,4904,29,29,1.23,1.0,2024-09-11 14:55:49,301,9936.0,10063.15,SGD,SGD,Cash,False,testing
415031,4935,0,29,0,0.05,1.0,2024-09-11 14:55:49,153,9936.0,10063.15,SGD,SGD,Cash,True,testing
415032,4995,4942,29,29,1.23,1.0,2024-09-11 15:01:00,301,9898.67,20101.13,SGD,SGD,Cash,False,testing
415033,4995,0,29,0,0.05,1.0,2024-09-11 15:01:00,153,9898.67,20101.13,SGD,SGD,Cash,True,testing
415034,4938,4934,29,29,1.23,1.0,2024-09-11 15:01:11,301,9919.53,10079.42,SGD,SGD,Cash,False,testing
415035,4938,0,29,0,0.05,1.0,2024-09-11 15:01:11,153,9919.53,10079.42,SGD,SGD,Cash,True,testing
415036,4981,4982,29,29,1.23,1.0,2024-09-11 15:10:05,301,9998.62,10001.13,SGD,SGD,Cash,False,testing
415037,4981,0,29,0,0.05,1.0,2024-09-11 15:10:05,153,9998.62,10001.13,SGD,SGD,Cash,True,testing
415038,4919,4940,29,29,1.23,1.0,2024-09-11 15:10:14,301,9998.62,10001.13,SGD,SGD,Cash,False,testing
415039,4919,0,29,0,0.05,1.0,2024-09-11 15:10:14,153,9998.62,10001.13,SGD,SGD,Cash,True,testing
415040,4940,4919,29,29,1.23,1.0,2024-09-11 15:11:49,301,9999.85,9999.85,SGD,SGD,Cash,False,testing
415041,4940,0,29,0,0.05,1.0,2024-09-11 15:11:49,153,9999.85,9999.85,SGD,SGD,Cash,True,testing
415042,4937,4903,29,29,1.23,1.0,2024-09-11 15:12:17,301,19998.62,20001.13,SGD,SGD,Cash,False,testing
415043,4937,0,29,0,0.05,1.0,2024-09-11 15:12:17,153,19998.62,20001.13,SGD,SGD,Cash,True,testing
413570,4412,4267,29,29,1.0,1.0,2023-10-19 22:04:06,302,681700.27,0.05,SGD,SGD,Cash,True,test
413571,4412,0,29,0,0.05,1.0,2023-10-19 22:04:06,153,681700.27,0.05,SGD,SGD,Cash,True,test
413572,4412,4267,29,29,1.0,1.0,2023-10-19 22:05:34,302,681701.27,0.0,SGD,SGD,Cash,True,test
413573,4412,0,29,0,0.05,1.0,2023-10-19 22:05:34,153,681701.27,0.0,SGD,SGD,Cash,True,test
413574,4412,4267,29,29,1.0,1.0,2023-10-19 22:10:38,302,681702.27,0.0,SGD,SGD,Cash,True,test
413575,4412,0,29,0,0.05,1.0,2023-10-19 22:10:38,153,681702.27,0.0,SGD,SGD,Cash,True,test
413576,4412,4267,29,29,1.0,1.0,2023-10-19 22:36:26,302,681703.27,0.0,SGD,SGD,Cash,True,test
413577,4412,0,29,0,0.05,1.0,2023-10-19 22:36:26,153,681703.27,0.0,SGD,SGD,Cash,True,test
413578,4412,4267,29,29,1.0,1.0,2023-10-19 22:45:09,302,681704.27,0.0,SGD,SGD,Cash,True,test
413579,4412,0,29,0,0.05,1.0,2023-10-19 22:45:09,153,681704.27,0.0,SGD,SGD,Cash,True,test
413580,4412,4267,29,29,1.0,1.0,2023-10-19 22:47:44,302,681705.27,0.05,SGD,SGD,Cash,True,test
413581,4412,0,29,0,0.05,1.0,2023-10-19 22:47:44,153,681705.27,0.05,SGD,SGD,Cash,True,test
413582,4412,4267,29,29,1.0,1.0,2023-10-19 22:49:12,302,681706.27,0.05,SGD,SGD,Cash,True,test
413583,4412,0,29,0,0.05,1.0,2023-10-19 22:49:12,153,681706.27,0.05,SGD,SGD,Cash,True,test
413584,0,4267,0,29,999.0,1.0,2023-10-20 01:42:31,200,0.0,682705.27,SGD,SGD,Mobile Banking,False,try add through postman
413585,0,4267,0,29,1000.0,1.0,2023-10-21 01:11:46,200,0.0,683705.27,SGD,SGD,Mobile Banking,False,try add through postman after adding timeout logic
414328,4554,4814,29,29,1.23,1.0,2024-07-16 23:56:51,301,2991.04,99998.51,SGD,SGD,Cash,False,testing
414329,4554,0,29,0,0.05,1.0,2024-07-16 23:56:51,153,2991.04,99998.51,SGD,SGD,Cash,True,testing
414330,4554,4814,29,29,1.23,1.0,2024-07-16 23:59:39,301,2989.76,99999.74,SGD,SGD,Cash,False,testing
414331,4554,0,29,0,0.05,1.0,2024-07-16 23:59:39,153,2989.76,99999.74,SGD,SGD,Cash,True,testing
414332,4554,4814,29,29,1.23,1.0,2024-07-17 00:07:56,301,2988.48,100000.97,SGD,SGD,Cash,False,testing
414333,4554,0,29,0,0.05,1.0,2024-07-17 00:07:56,153,2988.48,100000.97,SGD,SGD,Cash,True,testing
414334,4554,4814,29,29,1.23,1.0,2024-07-17 00:09:54,301,2987.2,100002.2,SGD,SGD,Cash,False,testing
414335,4554,0,29,0,0.05,1.0,2024-07-17 00:09:54,153,2987.2,100002.2,SGD,SGD,Cash,True,testing
414336,4554,4814,29,29,1.23,1.0,2024-07-17 00:13:36,301,2985.92,100003.43,SGD,SGD,Cash,False,testing
414337,4554,0,29,0,0.05,1.0,2024-07-17 00:13:36,153,2985.92,100003.43,SGD,SGD,Cash,True,testing
414338,4554,4814,29,29,1.23,1.0,2024-07-17 00:14:20,301,2984.64,100004.66,SGD,SGD,Cash,False,testing
414339,4554,0,29,0,0.05,1.0,2024-07-17 00:14:20,153,2984.64,100004.66,SGD,SGD,Cash,True,testing
414340,4554,4852,29,33,1.23,1.0,2024-07-17 00:18:02,301,2983.36,5001.23,SGD,SGD,Cash,False,testing
414341,4554,0,29,0,0.05,1.0,2024-07-17 00:18:02,153,2983.36,5001.23,SGD,SGD,Cash,True,testing
414342,4554,4852,29,33,1.23,1.0,2024-07-17 13:27:51,301,2982.08,5002.46,SGD,SGD,Cash,False,testing
414343,4554,0,29,0,0.05,1.0,2024-07-17 13:27:51,153,2982.08,5002.46,SGD,SGD,Cash,True,testing
414344,4554,4852,29,33,1.23,1.0,2024-07-17 13:30:27,301,2980.8,5003.69,SGD,SGD,Cash,False,testing
414364,4267,4458,29,33,5.0,0.7457,2024-07-17 17:08:43,302,14347266.21,18.03,SGD,USD,API,False,Payment Transfer to Friend
414365,4267,0,29,0,0.05,1.0,2024-07-17 17:08:43,153,14347266.21,18.03,SGD,SGD,API,False,Payment Transfer to Friend
414366,4554,4852,29,33,1.23,1.0,2024-07-18 12:36:39,301,2971.84,5012.3,SGD,SGD,Cash,False,testing
414367,4554,0,29,0,0.05,1.0,2024-07-18 12:36:39,153,2971.84,5012.3,SGD,SGD,Cash,True,testing
414368,4554,4852,29,33,1.23,1.0,2024-07-18 12:41:33,301,2970.56,5013.53,SGD,SGD,Cash,False,testing
414369,4554,0,29,0,0.05,1.0,2024-07-18 12:41:33,153,2970.56,5013.53,SGD,SGD,Cash,True,testing
414370,4554,4852,29,33,1.23,1.0,2024-07-18 12:46:36,301,2969.28,5014.76,SGD,SGD,Cash,False,testing
414371,4554,0,29,0,0.05,1.0,2024-07-18 12:46:36,153,2969.28,5014.76,SGD,SGD,Cash,True,testing
414372,4554,4852,29,33,1.23,1.0,2024-07-18 12:47:46,301,2968.0,5015.99,SGD,SGD,Cash,False,testing
414373,4554,0,29,0,0.05,1.0,2024-07-18 12:47:46,153,2968.0,5015.99,SGD,SGD,Cash,True,testing
414374,4554,4852,29,33,1.23,1.0,2024-07-18 12:52:51,301,2966.72,5017.22,SGD,SGD,Cash,False,testing
414375,4554,0,29,0,0.05,1.0,2024-07-18 12:52:51,153,2966.72,5017.22,SGD,SGD,Cash,True,testing
414376,4554,4852,29,33,1.23,1.0,2024-07-18 13:04:23,301,2965.44,5018.45,SGD,SGD,Cash,False,testing
414377,4554,0,29,0,0.05,1.0,2024-07-18 13:04:23,153,2965.44,5018.45,SGD,SGD,Cash,True,testing
414378,4554,4852,29,33,1.23,1.0,2024-07-18 13:13:16,301,2964.16,5019.68,SGD,SGD,Cash,False,testing
414379,4554,0,29,0,0.05,1.0,2024-07-18 13:13:16,153,2964.16,5019.68,SGD,SGD,Cash,True,testing
414380,4554,4852,29,33,1.23,1.0,2024-07-18 13:16:56,301,2962.88,5020.91,SGD,SGD,Cash,False,testing
414399,4554,0,29,0,0.05,1.0,2024-07-18 17:00:09,153,2951.36,5029.52,SGD,SGD,Cash,True,testing
414400,4554,4814,29,29,1.23,1.0,2024-07-18 17:01:30,301,2950.08,100008.35,SGD,SGD,Cash,False,testing
414401,4554,0,29,0,0.05,1.0,2024-07-18 17:01:30,153,2950.08,100008.35,SGD,SGD,Cash,True,testing
414402,4554,4814,29,29,1.23,1.0,2024-07-18 17:43:49,301,2948.8,100009.58,SGD,SGD,Cash,False,testing
414403,4554,0,29,0,0.05,1.0,2024-07-18 17:43:49,153,2948.8,100009.58,SGD,SGD,Cash,True,testing
414404,4554,4814,29,29,1.23,1.0,2024-07-18 17:45:48,301,2947.52,100010.81,SGD,SGD,Cash,False,testing
414405,4554,0,29,0,0.05,1.0,2024-07-18 17:45:48,153,2947.52,100010.81,SGD,SGD,Cash,True,testing
414406,4554,4814,29,29,1.23,1.0,2024-07-18 18:04:39,301,2946.24,100012.04,SGD,SGD,Cash,False,testing
414407,4554,0,29,0,0.05,1.0,2024-07-18 18:04:39,153,2946.24,100012.04,SGD,SGD,Cash,True,testing
414408,4554,4852,29,33,1.23,1.0,2024-07-18 18:14:31,301,2944.96,5030.75,SGD,SGD,Cash,False,testing
414409,4554,0,29,0,0.05,1.0,2024-07-18 18:14:31,153,2944.96,5030.75,SGD,SGD,Cash,True,testing
414410,4554,4852,29,33,1.23,1.0,2024-07-19 12:44:07,301,2943.68,5031.98,SGD,SGD,Cash,False,testing
414411,4554,0,29,0,0.05,1.0,2024-07-19 12:44:07,153,2943.68,5031.98,SGD,SGD,Cash,True,testing
414412,4554,4814,29,29,1.23,1.0,2024-07-19 12:53:52,301,2942.4,100013.27,SGD,SGD,Cash,False,testing
414413,4554,0,29,0,0.05,1.0,2024-07-19 12:53:52,153,2942.4,100013.27,SGD,SGD,Cash,True,testing
414414,4554,4814,29,29,1.23,1.0,2024-07-19 12:54:41,301,2941.12,100014.5,SGD,SGD,Cash,False,testing
414415,4554,0,29,0,0.05,1.0,2024-07-19 12:54:41,153,2941.12,100014.5,SGD,SGD,Cash,True,testing
414416,4554,4814,29,29,1.23,1.0,2024-07-19 12:56:03,301,2939.84,100015.73,SGD,SGD,Cash,False,testing
414417,4554,0,29,0,0.05,1.0,2024-07-19 12:56:03,153,2939.84,100015.73,SGD,SGD,Cash,True,testing
414418,4554,4814,29,29,1.23,1.0,2024-07-19 12:58:26,301,2938.56,100016.96,SGD,SGD,Cash,False,testing
414419,4554,0,29,0,0.05,1.0,2024-07-19 12:58:26,153,2938.56,100016.96,SGD,SGD,Cash,True,testing
414420,4554,4814,29,29,1.23,1.0,2024-07-19 13:00:42,301,2937.28,100018.19,SGD,SGD,Cash,False,testing
414421,4554,0,29,0,0.05,1.0,2024-07-19 13:00:42,153,2937.28,100018.19,SGD,SGD,Cash,True,testing
414422,4554,4814,29,29,1.23,1.0,2024-07-19 15:55:49,301,2936.0,100019.42,SGD,SGD,Cash,False,testing
414423,4554,0,29,0,0.05,1.0,2024-07-19 15:55:49,153,2936.0,100019.42,SGD,SGD,Cash,True,testing
414424,4554,4852,29,33,1.23,1.0,2024-07-20 19:35:00,301,2934.72,5033.21,SGD,SGD,Cash,False,testing
414425,4554,0,29,0,0.05,1.0,2024-07-20 19:35:00,153,2934.72,5033.21,SGD,SGD,Cash,True,testing
414426,4554,4852,29,33,1.23,1.0,2024-07-20 19:37:12,301,2933.44,5034.44,SGD,SGD,Cash,False,testing
414427,4554,0,29,0,0.05,1.0,2024-07-20 19:37:12,153,2933.44,5034.44,SGD,SGD,Cash,True,testing
414428,4554,4852,29,33,1.23,1.0,2024-07-20 19:41:27,301,2932.16,5035.67,SGD,SGD,Cash,False,testing
414429,4554,0,29,0,0.05,1.0,2024-07-20 19:41:27,153,2932.16,5035.67,SGD,SGD,Cash,True,testing
414430,4554,4814,29,29,1.23,1.0,2024-07-20 20:17:29,301,2930.88,100020.65,SGD,SGD,Cash,False,testing
414431,4554,0,29,0,0.05,1.0,2024-07-20 20:17:29,153,2930.88,100020.65,SGD,SGD,Cash,True,testing
414432,4554,4814,29,29,1.23,1.0,2024-07-21 20:38:04,301,2929.6,100021.88,SGD,SGD,Cash,False,testing
414433,4554,0,29,0,0.05,1.0,2024-07-21 20:38:04,153,2929.6,100021.88,SGD,SGD,Cash,True,testing
414434,4554,4814,29,29,1.23,1.0,2024-07-21 22:05:38,301,2928.32,100023.11,SGD,SGD,Cash,False,testing
414435,4554,0,29,0,0.05,1.0,2024-07-21 22:05:38,153,2928.32,100023.11,SGD,SGD,Cash,True,testing
414436,4554,4852,29,33,1.23,1.0,2024-07-22 09:43:17,301,2927.04,5036.9,SGD,SGD,Cash,False,testing
414437,4554,0,29,0,0.05,1.0,2024-07-22 09:43:17,153,2927.04,5036.9,SGD,SGD,Cash,True,testing
414438,4554,4852,29,33,1.23,1.0,2024-07-22 17:49:15,301,2925.76,5038.13,SGD,SGD,Cash,False,testing
414439,4554,0,29,0,0.05,1.0,2024-07-22 17:49:15,153,2925.76,5038.13,SGD,SGD,Cash,True,testing
414440,4554,4852,29,33,1.23,1.0,2024-07-22 18:12:10,301,2924.48,5039.36,SGD,SGD,Cash,False,testing
414441,4554,0,29,0,0.05,1.0,2024-07-22 18:12:10,153,2924.48,5039.36,SGD,SGD,Cash,True,testing
414442,4554,4852,29,33,1.23,1.0,2024-07-22 18:33:51,301,2923.2,5040.59,SGD,SGD,Cash,False,testing
414443,4554,0,29,0,0.05,1.0,2024-07-22 18:33:51,153,2923.2,5040.59,SGD,SGD,Cash,True,testing
414444,4554,4852,29,33,1.23,1.0,2024-07-22 18:34:19,301,2921.92,5041.82,SGD,SGD,Cash,False,testing
414445,4554,0,29,0,0.05,1.0,2024-07-22 18:34:19,153,2921.92,5041.82,SGD,SGD,Cash,True,testing
414446,4554,4852,29,33,1.23,1.0,2024-07-22 21:35:07,301,2920.64,5043.05,SGD,SGD,Cash,False,testing
414447,4554,0,29,0,0.05,1.0,2024-07-22 21:35:07,153,2920.64,5043.05,SGD,SGD,Cash,True,testing
414448,4554,4852,29,33,1.23,1.0,2024-07-22 21:35:40,301,2919.36,5044.28,SGD,SGD,Cash,False,testing
414449,4554,0,29,0,0.05,1.0,2024-07-22 21:35:40,153,2919.36,5044.28,SGD,SGD,Cash,True,testing
414450,4554,4852,29,33,1.23,1.0,2024-07-22 21:41:07,301,2918.08,5045.51,SGD,SGD,Cash,False,testing
414470,4554,4852,29,33,1.23,1.0,2024-07-23 14:35:02,301,2906.56,5052.89,SGD,SGD,Cash,False,testing
414471,4554,0,29,0,0.05,1.0,2024-07-23 14:35:02,153,2906.56,5052.89,SGD,SGD,Cash,True,testing
414472,4554,4852,29,33,1.23,1.0,2024-07-23 14:35:38,301,2905.28,5054.12,SGD,SGD,Cash,False,testing
414473,4554,0,29,0,0.05,1.0,2024-07-23 14:35:38,153,2905.28,5054.12,SGD,SGD,Cash,True,testing
414474,4395,4391,29,29,10.0,1.0,2024-07-23 14:36:33,301,1677.05,10000042.33,SGD,SGD,Cash,False,test
414475,4395,0,29,0,0.05,1.0,2024-07-23 14:36:33,153,1677.05,10000042.33,SGD,SGD,Cash,True,test
414476,4395,4391,29,29,10.0,1.0,2024-07-23 14:38:04,301,1667.0,10000052.33,SGD,SGD,Cash,False,test
414477,4395,0,29,0,0.05,1.0,2024-07-23 14:38:04,153,1667.0,10000052.33,SGD,SGD,Cash,True,test
414478,4554,4852,29,33,1.23,1.0,2024-07-23 14:38:34,301,2904.0,5055.35,SGD,SGD,Cash,False,testing
414479,4554,0,29,0,0.05,1.0,2024-07-23 14:38:34,153,2904.0,5055.35,SGD,SGD,Cash,True,testing
414480,4554,4852,29,33,1.23,1.0,2024-07-23 14:42:59,301,2902.72,5056.58,SGD,SGD,Cash,False,testing
414481,4554,0,29,0,0.05,1.0,2024-07-23 14:42:59,153,2902.72,5056.58,SGD,SGD,Cash,True,testing
414482,4267,4441,29,29,1.0,1.0,2024-07-23 14:45:30,302,14347265.16,2703.57,SGD,SGD,API,False,test bill payment
414483,4267,0,29,0,0.05,1.0,2024-07-23 14:45:30,153,14347265.16,2703.57,SGD,SGD,API,False,test bill payment
414484,4554,4852,29,33,1.23,1.0,2024-07-23 15:12:35,301,2901.44,5057.81,SGD,SGD,Cash,False,testing
414485,4554,0,29,0,0.05,1.0,2024-07-23 15:12:35,153,2901.44,5057.81,SGD,SGD,Cash,True,testing
414486,4463,4410,33,29,1.0,1.0,2024-07-23 20:29:03,500,12.52,38.84,SGD,SGD,API,False,Test
414487,4463,0,33,0,0.56,1.0,2024-07-23 20:29:03,153,12.52,38.84,SGD,SGD,API,False,Test
414507,4395,0,29,0,0.05,1.0,2024-07-23 21:13:50,153,1646.9,715.16,SGD,SGD,Cash,True,test
414508,4395,4388,29,29,10.0,0.7434,2024-07-24 14:18:00,301,1636.85,722.48,SGD,USD,Cash,False,test
414509,4395,0,29,0,0.05,1.0,2024-07-24 14:18:00,153,1636.85,722.48,SGD,SGD,Cash,True,test
414510,4823,4834,29,29,10.0,1.0,2024-07-25 00:02:28,401,164.99,249970.0,SGD,SGD,Mobile Banking,False,?
414511,4835,4455,29,29,5.0,1.3442,2024-07-25 15:37:57,302,2.23,21080.05,USD,SGD,API,False,Immediate Transfer
414512,4835,0,29,0,0.05,1.0,2024-07-25 15:37:57,153,2.23,21080.05,USD,USD,API,False,Immediate Transfer
414513,4838,4456,29,33,5.0,1.0,2024-07-25 16:30:36,302,999994.95,1061.0,SGD,SGD,API,False,Immediate Transfer
414514,4838,0,29,0,0.05,1.0,2024-07-25 16:30:36,153,999994.95,1061.0,SGD,SGD,API,False,Immediate Transfer
414515,4463,4410,33,29,1.0,1.0,2024-07-25 17:10:35,500,16.04,30.76,SGD,SGD,API,False,Test
414516,4463,0,33,0,0.56,1.0,2024-07-25 17:10:35,153,16.04,30.76,SGD,SGD,API,False,Test
414517,4395,4388,29,29,10.0,1.0,2024-07-25 18:24:48,301,1626.8,732.48,SGD,USD,Cash,False,test
414518,4395,0,29,0,0.05,1.0,2024-07-25 18:24:48,153,1626.8,732.48,SGD,SGD,Cash,True,test
414519,4395,4388,29,29,10.0,1.0,2024-07-25 18:27:26,301,1616.75,742.48,SGD,USD,Cash,False,test
414520,4395,0,29,0,0.05,1.0,2024-07-25 18:27:26,153,1616.75,742.48,SGD,SGD,Cash,True,test
414521,4395,4388,29,29,10.0,0.7447,2024-07-25 18:28:57,301,1606.7,749.82,SGD,USD,Cash,False,test
414522,4395,0,29,0,0.05,1.0,2024-07-25 18:28:58,153,1606.7,749.82,SGD,SGD,Cash,True,test
414523,4554,4814,29,29,1.23,1.0,2024-07-25 19:58:15,301,2900.16,100028.03,SGD,SGD,Cash,False,testing
414524,4554,0,29,0,0.05,1.0,2024-07-25 19:58:15,153,2900.16,100028.03,SGD,SGD,Cash,True,testing
414543,4395,4391,29,29,10.0,1.0,2024-07-25 22:32:29,301,1596.65,10000072.33,SGD,SGD,Cash,False,test
414544,4395,0,29,0,0.05,1.0,2024-07-25 22:32:29,153,1596.65,10000072.33,SGD,SGD,Cash,True,test
414545,4394,4350,29,29,10.0,52.7886,2024-07-26 09:08:11,301,7901100.95,782.42,SGD,AFN,Cash,False,test transfer after new attributes
414546,4394,0,29,0,0.05,1.0,2024-07-26 09:08:11,153,7901100.95,782.42,SGD,SGD,Cash,True,test transfer after new attributes
414548,4455,4267,29,29,10.0,1.0,2024-07-26 09:11:03,500,21098.93,14347202.56,SGD,SGD,API,False,Test direct debit
414549,4455,0,29,0,0.56,1.0,2024-07-26 09:11:03,153,21098.93,14347202.56,SGD,SGD,API,False,Test direct debit
414550,4391,4455,29,29,10.0,1.0,2024-07-26 09:12:50,302,10000062.28,21108.93,SGD,SGD,API,False,Payment Transfer to Friend
414551,4391,0,29,0,0.05,1.0,2024-07-26 09:12:50,153,10000062.28,21108.93,SGD,SGD,API,False,Payment Transfer to Friend
414552,4554,4814,29,29,1.23,1.0,2024-07-26 12:12:17,301,2897.6,100030.49,SGD,SGD,Cash,False,testing
414553,4554,0,29,0,0.05,1.0,2024-07-26 12:12:17,153,2897.6,100030.49,SGD,SGD,Cash,True,testing
414554,4554,4849,29,29,1.23,1.0,2024-07-26 12:14:38,301,2896.32,20001.23,SGD,SGD,Cash,False,testing
414555,4554,0,29,0,0.05,1.0,2024-07-26 12:14:38,153,2896.32,20001.23,SGD,SGD,Cash,True,testing
414556,4554,4814,29,29,1.23,1.0,2024-07-26 12:18:06,301,2895.04,100031.72,SGD,SGD,Cash,False,testing
414557,4554,0,29,0,0.05,1.0,2024-07-26 12:18:06,153,2895.04,100031.72,SGD,SGD,Cash,True,testing
414558,4554,4814,29,29,1.23,1.0,2024-07-26 12:26:44,301,2893.76,100032.95,SGD,SGD,Cash,False,testing
414559,4554,0,29,0,0.05,1.0,2024-07-26 12:26:44,153,2893.76,100032.95,SGD,SGD,Cash,True,testing
414560,4554,4814,29,29,1.23,1.0,2024-07-26 13:26:26,301,2892.48,100034.18,SGD,SGD,Cash,False,testing
414561,4554,0,29,0,0.05,1.0,2024-07-26 13:26:26,153,2892.48,100034.18,SGD,SGD,Cash,True,testing
414562,4554,4814,29,29,1.23,1.0,2024-07-26 13:48:33,301,2891.2,100035.41,SGD,SGD,Cash,False,testing
414563,4554,0,29,0,0.05,1.0,2024-07-26 13:48:33,153,2891.2,100035.41,SGD,SGD,Cash,True,testing
414564,4554,4814,29,29,1.23,1.0,2024-07-26 13:53:55,301,2889.92,100036.64,SGD,SGD,Cash,False,testing
414565,4554,0,29,0,0.05,1.0,2024-07-26 13:53:55,153,2889.92,100036.64,SGD,SGD,Cash,True,testing
414566,4554,4814,29,29,1.23,1.0,2024-07-26 13:54:18,301,2888.64,100037.87,SGD,SGD,Cash,False,testing
414567,4554,0,29,0,0.05,1.0,2024-07-26 13:54:18,153,2888.64,100037.87,SGD,SGD,Cash,True,testing
414568,4455,4823,29,29,1.0,1.0,2024-07-30 14:00:09,500,21109.37,163.98,SGD,SGD,API,False,Test
414569,4455,0,29,0,0.56,1.0,2024-07-30 14:00:09,153,21109.37,163.98,SGD,SGD,API,False,Test
414570,0,4860,0,29,0.0,1.0,2024-08-05 11:40:41,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414571,0,4861,0,29,0.0,1.0,2024-08-05 11:44:17,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414572,0,4862,0,29,0.0,1.0,2024-08-05 11:48:15,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414573,0,4861,0,29,10000.0,1.0,2024-08-06 15:39:24,200,0.0,10000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414582,0,4866,0,29,0.0,1.0,2024-08-15 16:35:16,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
414583,0,4866,0,29,20000.0,1.0,2024-08-15 16:38:17,200,0.0,20000.0,SGD,SGD,Mobile Banking,False,Payment Transfer to Friend
414593,4463,4410,33,29,1.0,1.0,2024-08-15 19:35:13,500,35.8,8.44,SGD,SGD,API,False,Test
414594,4463,0,33,0,0.56,1.0,2024-08-15 19:35:14,153,35.8,8.44,SGD,SGD,API,False,Test
414595,4267,4441,29,29,1.0,1.0,2024-08-15 19:35:34,302,14347201.51,2746.57,SGD,SGD,API,False,test bill payment
414596,4267,0,29,0,0.05,1.0,2024-08-15 19:35:34,153,14347201.51,2746.57,SGD,SGD,API,False,test bill payment
414597,4395,4388,29,29,1.0,0.7589,2024-08-15 19:36:34,301,1473.95,841.07,SGD,USD,Cash,False,test
414598,4395,0,29,0,0.05,1.0,2024-08-15 19:36:34,153,1473.95,841.07,SGD,SGD,Cash,True,test
414599,4395,4388,29,29,1.0,0.7589,2024-08-15 19:37:01,301,1472.9,841.82,SGD,USD,Cash,False,test
414600,4395,0,29,0,0.05,1.0,2024-08-15 19:37:01,153,1472.9,841.82,SGD,SGD,Cash,True,test
414601,4395,4388,29,29,1.0,0.7589,2024-08-15 19:37:02,301,1471.85,842.57,SGD,USD,Cash,False,test
414602,4395,0,29,0,0.05,1.0,2024-08-15 19:37:02,153,1471.85,842.57,SGD,SGD,Cash,True,test
414603,4861,4455,29,29,5.0,1.0,2024-08-15 20:30:03,302,9995.0,21114.37,SGD,SGD,API,False,Payment Transfer to Friend
414604,4861,0,29,0,0.0,1.0,2024-08-15 20:30:03,153,9995.0,21114.37,SGD,SGD,API,False,Payment Transfer to Friend
414605,4861,4388,29,29,10.0,0.7589,2024-08-15 20:32:00,301,9984.45,850.05,SGD,USD,Cash,False,Payment Transfer to Friend
414606,4861,0,29,0,0.55,1.0,2024-08-15 20:32:00,153,9984.45,850.05,SGD,SGD,Cash,True,Payment Transfer to Friend
414607,0,4867,0,29,0.1,1.0,2024-08-15 21:09:07,200,0.0,0.1,SGD,SGD,Cash,False,Payment Transfer to Friend
414608,0,4868,0,29,0.1,1.0,2024-08-15 21:10:03,200,0.0,0.1,SGD,SGD,Cash,False,Payment Transfer to Friend
414610,4395,4388,29,29,1.0,0.7578,2024-08-16 17:33:15,301,1470.8,850.8,SGD,USD,Cash,False,test
414611,4395,0,29,0,0.05,1.0,2024-08-16 17:33:15,153,1470.8,850.8,SGD,SGD,Cash,True,test
414612,4823,4834,29,29,1.0,1.0,2024-08-17 22:36:24,401,162.98,249969.0,SGD,SGD,Mobile Banking,False,?
414613,4823,4840,29,29,5.0,1.0,2024-08-17 22:44:45,301,157.93,999465.34,SGD,SGD,Cash,False,testing customer trigger
414614,4823,0,29,0,0.05,1.0,2024-08-17 22:44:45,153,157.93,999465.34,SGD,SGD,Cash,True,testing customer trigger
414615,4836,4840,29,29,2.0,1.318,2024-08-17 22:50:40,301,29.9,999467.94,USD,SGD,Cash,False,testing customer trigger for different currency
414616,4836,0,29,0,0.05,1.0,2024-08-17 22:50:40,153,29.9,999467.94,USD,USD,Cash,True,testing customer trigger for different currency
414617,4823,4267,29,29,0.6,1.0,2024-08-18 21:26:34,301,157.28,14347202.11,SGD,SGD,Cash,False,Immediate Transfer
414618,4823,0,29,0,0.05,1.0,2024-08-18 21:26:34,153,157.28,14347202.11,SGD,SGD,Cash,True,Immediate Transfer
414619,4823,4853,29,33,5.0,1.0,2024-08-18 22:00:49,301,152.23,1005.0,SGD,SGD,Cash,False,Immediate Transfer
414620,4823,0,29,0,0.05,1.0,2024-08-18 22:00:49,153,152.23,1005.0,SGD,SGD,Cash,True,Immediate Transfer
414621,4836,4456,29,33,5.0,1.318,2024-08-18 22:24:19,302,24.85,1067.48,USD,SGD,API,False,Immediate Transfer
414622,4836,0,29,0,0.05,1.0,2024-08-18 22:24:19,153,24.85,1067.48,USD,USD,API,False,Immediate Transfer
414623,4840,4455,29,29,10.0,1.0,2024-08-18 22:37:14,302,999457.89,21124.37,SGD,SGD,API,False,Immediate Transfer
414624,4840,0,29,0,0.05,1.0,2024-08-18 22:37:14,153,999457.89,21124.37,SGD,SGD,API,False,Immediate Transfer
